text,label,book_id
"In a go-as-you-please encounter he was already
doomed. They overtook him just as he and Betsy were entering Costigan's Casino. They deflected him, and shoved the newspaper under his nose. Fuzzy could
read--and more. ""Boys,"" said he, ""you are certainly damn true friends.",1900-2000,2141
"Lofen fater, de man dat wryts dis letir for mi is van
Shames Macheyne, hi lifes shust a myl fe mi, hi hes pin unko kyn te mi
sin efer I kam te de quintrie. Hi wes porn en Petic an kom our a sarfant
fe Klesgou an hes peen hes nane man twa yeirs, an has sax plockimors
wurkin til hem alrety makin tombako ilka tay. Heil win hem, shortly an
a' te geir dat he hes wun hier an py a lerts kip at hem. Luck dat yu
duina forket te vryt til mi ay, fan yu ket ony occashion: Got Almichte
plis yu Fater an a de leve o de hous, for I hana forkoten nane o yu, nor
dinna yu forket mi, for plise Got I sal kum hem wi gier eneuch te di yu
a' an mi nane sel guid. I weit yu will be veri vokie, fan yu sii yur
nane sins fesh agen, for I heive leirt a hautle hevens sin I sau yu an I
am unco buick leirt.",1800-1900,25879
"_Ecc._ Alas! [_Nar._] O delicate pretty youth,
        Pretty youth;                                              [720]
    Take on my woes pittye, youthe! Pittye, youthe! O sweetest boy, pray love mee!",1600-1700,41726
"""Yes, the Knight was afraid the mice _might_ come and he didn't want
them to run over him. Besides he invented the mouse traps and course,
you know, somebody had to use them."" ""Of course,"" said the man taking June's hand and looking at it as a
person looks at something that he has not seen for a very long time. ""He invented lots of things,"" went on June earnestly, ""bracelets for the
horse's feet to keep off shark-bites, and something else to keep your
hair from falling out.""",1900-2000,38228
"he comes no more. Ogga has sent him away. The river runs, the lake runs
  And the Mover runs never again. So sang Ogga, on the threshold of poetic feeling, in the days of
the Ice. His voice was not unmelodious, its chanting cry, with half
symptomatic expression, rose on the night air in that stony desert,
while the river sang too its endless lament, and, awakened from sombre
reveries, the snowy owl darted from its perch, sweeping the ground
with silver wings.",1900-2000,55949
"All
Martial Diseases are expell'd, cured, and healed in an admirable manner
by this Spirit; such as are the _Bloody Flux_, the Disease or Menstruous
_Fluxes_ of Women, both white and red, and all other _Fluxes_ of the
Belly, and open _Sores_ in the Legs, or any part of the Body, together
with all those Diseases, both internal and external, howsoever they are
called, which bloody _Mars_ hath caused, which I omit to nominate
particularly, being well known unto the discreet Physician what Diseases
are subject to the jurisdiction of _Mars_. If the Spirit of Iron be
truly known, it hath a secret affinity with the Spirit of _Venus_, so
that both may be conjoined in one, both becoming one only matter, of a
like operation, form, substance and being, healing and expelling the
self-same Diseases, as also to bring the particulars of the Metals into
a change with profit, praise, and excess. But properly _Mars_ must be
observed thus with its virtues, that in his Corporal form he only hath
an earthly Body, which may be used in many things, for to stanch Bloud,
externally in Wounds, to graduate _Luna_, internally to stop or bind the
Body, which yet is not good at all times, and may be used both
internally & externally in mans Body, as likewise in Metallick affairs;
because without the true known means, which Nature hath in her secret
Closet, much profit cannot be gotten _per se_. One thing more I must at present propose, that the Magnet and true Iron
perform almost a like benefit in Corporal Distempers, having almost one
kind of Nature in and with them, as it is with it in the Celestial,
spiritual, and Elementary Intellect, between the Body, Soul, and the
Chaos, out of which the Soul and Spirit went, the Body at last was found
out of the Composition. How shall we now do?",1600-1700,26340
"It is not the same in the truths of religion, we come not at
them by groping, it were to be wished men spoke not of them, but after a
decisive and infallible authority. It is thus we should speak of the
power of demons, and of the commerce they have with men; it is of faith,
that they have power, and that they attack men, and try to seduce them
divers ways. It is true, indeed, they are sometimes permitted to have it
over the just, though they have it not ordinarily, but over those that
want faith, or fear not to partake of their works; and that to the last
particularly, the disordered intelligences try to make exactly succeed
what they wish; inspiring them to have recourse to certain practices by
which those seducing spirits enter into commerce with men.""",1700-1800,37047
"P. HATELY, D.D.=

ESSAYS ON FAITH. By Rev. P. HATELY WADDELL, D.D. Crown 8vo, 3s.",1900-2000,48274
"And to her
great delight she was handed over to the guardianship of the vicar
and Miss Rose Carew, and to the care of Mrs. Perry, to be trained and
brought up to be an honest, truthful, industrious woman. Never to the end of her life would Huldah forget that home-coming,
that drive back to Woodend Lane, or those days that followed. ""Was it really only yesterday that I was here, and Dick and I walked
into Belmouth?"" she asked, incredulously, as she lay back in the
carriage. ""It seems weeks and weeks ago!",1600-1700,16969
"The contacts are metal caps shrunk on the ends; the resistances
are permanent in value and the inductance is reduced to a minimum. The
rods are glazed to prevent absorption of moisture and surface arcing.] After the spark passes, the arcs are extinguished in the reversed
order. The low resistance, L, is proportioned so as to draw the arcs
immediately from the gaps, GL. The line current continues in the next
group of gaps, GM, until the end of the half cycle of the generator
wave.",1900-2000,49253
"The kingdom never
in so troubled a condition in this world as now; nobody pleased with the
peace, and yet nobody daring to wish for the continuance of the war, it
being plain that nothing do nor can thrive under us. Here I saw old good
Mr. Vaughan, and several of the great men of the Commons, and some of them
old men, that are come 200 miles, and more, to attend this session-of
Parliament; and have been at great charge and disappointments in their
other private business; and now all to no purpose, neither to serve their
country, content themselves, nor receive any thanks from the King. It is
verily expected by many of them that the King will continue the
prorogation in October, so as, if it be possible, never to have [this]
Parliament more.",1600-1700,4178
