text,text_number,label
"and belief ran through the Christian assemblies of the first three or four centuries. ""The Christian art of this period remained delightfully pagan. In the catacombs we see the Saviour as a beardless youth, like a young Greek god; sometimes represented, like Hermes the guardian of the flocks, bearing a ram or lamb round his neck; sometimes as Orpheus tuning his lute among the wild animals."" (1) The followers of Jesus were at times even accused--whether rightly or wrongly I know not--of celebrating sexual mysteries at their love-feasts. But as the Church through the centuries grew in",1561,1800s
"avail, prevail, take effect, do, turn out well, work well, take, tell, bear fruit; hit it, hit the mark, hit the right nail on the head; nick it; turn up trumps, make a hit; find one's account in. Adj. succeeding &c. v.; successful; prosperous &c. 734; triumphant; flushed with success, crowned with success; victorious, on top; set up; in the ascendant; unbeaten &c. (see beat &c. v.); well-spent; felicitous, effective, in full swing. Adv. successfully &c. adj.; well flying colors, in triumph, swimmingly; a merveille[Fr],",22,1700s
"chid _me_ for being so; and was pleased to make me a fine compliment upon it; that he did not wonder that every body who saw me loved me. But I said, this was all that wicked wit is good for, to inspire such boldness in bad hearts, which might otherwise not dare to set pen to paper to affront any one. But pray, Madam,"" added I, ""don't own I have told you of them, lest the least shadow of a thought should arise, that I was prompted by some vile secret vanity, to tell your ladyship of them, when I am sure, they have",12958,1600s
"brought under cultivation. A variety of profitable crops would have been tested, and markets established for them. The original stock of cattle would have increased through care until there were enough for all. At the same time, the trade with the Indians would have been put on a profitable basis, as would have mining operations and perhaps even a trade to Cathay. Such was the general prospect to which so many adventurers had responded in 1609. To the modern student all this",28555,1900s
"you make no doubt of the thing's being soon set right again; as, in truth, I dare say it will. Upon these delicate occasions, you must practice the ministerial shrugs and 'persiflage'; for silent gesticulations, which you would be most inclined to, would not be sufficient: something must be said, but that something, when analyzed, must amount to nothing. As for instance, 'Il est vrai qu'on s'y perd, mais que voulez-vous que je vous dise?--il y a bien du pour et du contre; un petit Resident ne voit gueres le fond",3358,1600s
"his fur. The inner part of the fur, when opened, is lighter than the surface in its natural position. There are some black and shining hairs intermixed with the fur, which are rather longer, and add much to its beauty. HORSES AND DOGS. The horse is confined chiefly to the nations inhabiting the great plains of the Columbia, extending from latitude forty to fifty north, and occupying the tract of country lying between the Rocky",38774,1700s
"birth--the foreign education of the young Prince--above all, the pains which had been taken to inculcate in his heart a devotion to the faith of both his parents, were considerations which strongly favoured the accession of the Elector of Hanover.[184] A year passed away, and that tranquillity was succeeded by an ill-concerted, immature enterprise, headed by a man of every talent except the right sort; and chilled,",20946,1700s
"as the old woman's voice and appearance was, I was delighted at this invitation; she limped away before me, helping herself along with her stick; and I followed, at first hardly able to keep from laughing at the strange faces she made at every step. We soon left the mountains behind us; we walked on over soft grassy meadows, and then along a forest glade; as we came out again into the open country the sun was",38838,1700s
"true blindness. ""Criminals. They set off a few dozen 'midnight' bombs and try to rob banks or stores. We get these attacks quite often."" ""Last long?"" ""Emergency ventilation will clear it out in a couple of minutes. And the Squads will have them in half an hour. They never get very far."" They sat close together, to wait. From the walkways and stalled strips shrieks and frightened cries sounded. The sounds",29832,1900s
"your conformableness with reason, and of the suppressing of your inutile and vain thoughts with the bridle of reason. I assure you all the good in this world could not counterpoise for my satisfaction the knowledge and certainty thereof, wherefore, good sweetheart, continue the same, not only in this, but in all your doings hereafter; for thereby shall come, both to you and me, the greatest quietness that may be in this world. The cause why the",32155,1400s
"There was the weight that pull'd me down. O Cromwell, The King has gone beyond me. All my glories In that one woman I have lost for ever. No sun shall ever usher forth mine honours, Or gild again the noble troops that waited Upon my smiles. Go get thee from me, Cromwell; I am a poor fall'n man, unworthy now To be thy lord and master. Seek the King; That sun, I pray, may never set! I have told him What and how true thou art. He will advance thee; Some little memory of me will stir him-- I know his noble nature--not to",1802,1500s
"of summer nights. The nymphs are departed. And their friends, the loitering heirs of city directors; 180 Departed, have left no addresses. By the waters of Leman I sat down and wept . . . Sweet Thames, run softly till I end my song, Sweet Thames, run softly, for I speak not loud or long. But at my back in a cold blast I hear The rattle of the bones, and chuckle spread from ear to ear. A rat crept softly through the vegetation Dragging its slimy belly on the bank While I was fishing in the dull canal On a winter evening round behind the gashouse",1321,1800s
"the Lord provides that hereditary evils shall not return after death, but only one's own evils, and it is only for those that return that a man is then punished. (A.E., n. 989.) It has been said that the difference between a love of marriage and a love of adultery is like that between heaven and hell. There is a like difference between the delights of these loves; for delights derive their all from the loves from which they spring. The delights of the love of adultery derive what they are from the delights of doing evil uses, thus of evil-doing; and the delights of the love of",14026,1600s
